year,month,latitude,longitude,temperature,precipitation,wind_speed,humidity,pressure,extreme_event
2002,7,75.19544805084792,-142.41451329069068,10.111501572572303,6.13993835996485,19.430651297540592,57.03091430156748,1000.8548989841242,1
1965,8,-13.585063464654866,-36.323932293459706,12.2156711736115,90.5229377051261,15.370939083567182,96.8077831423432,1008.9815912439888,0
2022,1,-74.33298673422145,80.33381512726663,20.332255615556416,34.904533953202524,7.294859249949585,93.74501110841818,1008.161071997097,0
2011,9,56.83475583077055,-79.07959411505247,23.496350017598676,0.7242824109338042,1.045196538860667,97.36105243785678,1024.5251960394273,0
1971,7,-22.768257053090224,67.46629108904551,4.307783347102408,81.22283187679157,8.33476329731157,59.954028313144974,1009.0092095713953,0
1974,3,4.769854947680585,-171.18055862364514,18.6431952062795,197.62612086633652,24.184941405109875,43.82315085799781,1006.8900189583901,1
1953,8,-69.78521800598055,-69.79055728334644,30.120160000057222,46.560853297150395,16.237434876822828,73.86610473639388,1040.2480947387771,0
1972,7,-89.53487732790317,17.68692105978215,13.841079386388673,35.02957978769612,10.899432739977126,77.9341210795439,978.2086604947604,0
2003,11,24.83733704279358,47.55233862224722,4.201608462114809,105.35743853160713,3.482716881653616,38.7809249115364,1011.9723538421144,0
1952,8,2.7315306600716838,27.73463920628791,3.739080911727836,152.36895487349616,14.981207819088095,85.05381240071341,1031.5770372131763,1
1980,6,16.83694244216649,71.19225938643461,13.392625586881362,70.23043566645467,6.5341709780479285,31.264215383197236,1025.5386489778493,0
1988,9,52.87389306849295,-177.80805063365793,25.358473048676185,29.480179401472117,8.868156189971753,63.79098712337483,1033.4009718655323,0
1952,5,26.38906441611482,-143.66116800809226,14.592441501533788,44.85154486417417,0.9197684703331646,53.17113816464264,1053.43143759768,0
2014,3,-58.54078029107211,132.81993082049223,16.892319799059276,60.35477792222823,4.778376720042735,81.82121419293588,1046.97903487784,0
2010,3,-25.060946560092034,65.42951187245805,5.03658317826196,10.800550610362704,12.95933678855764,51.89325091952712,989.8893057223426,0
1971,1,73.06039886179687,-139.34460863303593,24.831176329765476,29.63804368907872,3.887678049622132,87.8764978946723,980.78593167785,0
1983,12,48.590046045302216,123.1467974634885,3.543414288346451,88.54530051164909,9.366962480450132,71.64674421465674,1019.5370481339703,0
2008,8,10.1946704286091,-92.79676158315591,9.95503515728367,53.17075436772627,12.15275162177977,85.57253532334505,985.9176463688476,0
1972,2,-43.98390039433099,-7.826441689719559,21.29914862046294,26.48378096100783,13.139110105545797,99.25384464877366,974.4706135960985,0
1999,3,-35.62910966973689,-127.72925536152229,-5.394314983199319,54.43743481368431,4.322978882195633,77.54108420204898,1019.3248571572317,1
2009,8,41.75245216541421,75.63962031181438,16.73961149685708,6.290771132880992,6.202716017708631,98.94652214531509,1024.3409065097046,0
1992,8,63.211366953498754,60.06759156513641,4.609264336082187,25.666238080963694,12.790185358233861,32.01854288451938,1047.2228129109803,0
2010,11,30.8564405155106,-103.99951038019097,15.165493989091134,78.78288174666368,5.552596317058528,53.669799193866595,1028.3686213998085,0
1965,4,55.71539563831951,130.82427606852065,11.479443922880634,12.455693166689707,3.176116335610413,37.549728519361636,1051.391201719393,0
2012,4,47.998104336073084,-35.52983128090361,36.05834825348488,10.287381304231962,26.707964148104814,48.36134519691077,1020.1110837067196,1
2012,5,-63.05328576774761,-74.69456721453295,11.068788108000938,150.61204970088872,21.90272338239349,88.72215293880421,990.2745952264129,1
1997,6,-13.689933675605644,-125.16134779276723,33.42651372883343,11.779637955697817,4.787656423789971,32.26262857282632,1029.4437411234326,1
2012,5,-62.46291585085872,-84.17951549440652,20.869522911833748,15.117359385806278,8.72837799888781,66.41280550126757,1039.6862619903964,0
2001,7,-47.65759473564273,-172.0703083594259,6.985410292702717,174.6918557065098,10.118823955831886,69.6990095272661,1020.8216879582315,1
2005,2,66.46673243718945,29.972697284201615,18.308109252597568,66.34631612061717,12.22327144565488,69.28058026703692,1042.0110093071148,0
2014,7,-4.879446186027209,123.20306868382124,11.955902536621883,60.13144089793919,6.014432826806102,63.2707951676279,1010.5349857392764,0
1953,10,6.364458331678961,17.63296179899106,17.42157490741234,95.84110137260137,4.5609579526524,85.34220753388287,1023.9179823423065,0
2001,7,-57.87972625900102,-101.06137370740474,7.861090125667333,6.154905157608904,14.583517051043557,39.34801626538858,1009.5133583731626,0
1957,1,-33.79107851121672,-167.8790958430058,31.901776333459576,61.201333377562165,21.840306681833624,51.740391088555114,1060.580871827942,1
1971,7,-48.55568968298341,-102.73389362683098,24.253980907967243,35.02758727349226,13.618957038056962,73.10082374116209,1029.8252137265442,0
1989,5,-52.88649038668324,-30.19628589440677,15.317815681615908,88.34865240334783,5.414255436069785,78.3665956387569,990.6658973829759,0
1968,3,24.83294279687462,93.46011433192672,32.29114768069534,35.47823250252669,9.567861310552084,58.29039022439394,1050.0519493694924,1
1954,3,-43.760907423771336,-112.37657308640132,15.742792440828486,48.41096854316381,12.657477748152814,91.27598843290632,998.3364048328523,0
2010,4,23.762787483675325,79.124923207687,25.976249648611645,32.479690117688385,2.386320228067331,59.084537768714,1013.2739191913308,0
1964,12,-79.4781694604603,132.0960486066781,15.383005875224244,32.51960943552986,7.276141662250952,58.194329404383325,1022.3660159165132,0
1959,2,-64.48060916512166,-16.579134680991444,18.938875948105785,73.04442553910106,18.374265649966237,32.53450830411695,1023.999839496873,0
2003,2,-40.58275427997743,115.71551699133357,14.185612190572204,49.519258370032226,7.674734200001047,68.57989353363138,1022.674444469768,0
1952,1,17.4684450412245,19.67664529263442,15.95301353873937,50.15554294076349,6.571619117771239,79.60765869583335,990.3390898932109,0
2010,5,31.65142411572768,49.352701349125795,16.70531860387999,29.917536983163412,3.6314380875562735,38.010671446179366,1022.7406927032422,0
2021,4,-10.310945979685116,9.460245721752983,8.302681675116064,37.86930027321557,20.187540383523185,51.38029362615096,1035.012918742714,1
1994,11,-9.75763537609879,-13.257821969516982,10.989313330769122,68.46550394517283,2.0883595037586686,84.68798676479966,1034.4372805998833,0
1958,10,40.413033251751244,-95.52476096069424,12.83244983513828,87.41802460331381,11.735976868743043,55.614360478950275,986.9637481309593,0
1997,2,-87.15220348219516,-70.85013859402342,17.297110168022968,59.62880012200813,8.203770923860208,46.91217234280279,999.8869423703794,0
1985,3,-28.603795594640303,-75.61075718030075,14.694209804965327,128.89913898520905,8.474140655930096,77.05404644955786,992.1095670759823,0
1986,7,57.367270281461884,22.784015143373296,26.73032533825707,85.83002703142043,3.5956247058276825,43.77311443701589,1019.796259840009,0
2000,7,18.579493838407004,-136.81667051139962,23.47118318979641,41.26127173902871,9.547439743295438,92.69570437082237,981.9670443510488,0
1954,12,-29.299116104024336,150.04500865284064,13.036724439746276,55.64662769509726,1.9016675557155693,37.39188772182987,990.5451445543706,0
1952,4,72.9944626193413,79.43585230192076,28.81783897451939,130.39323958364557,11.174300669341982,79.45848615979789,999.6973002069753,0
1956,5,49.07209094088887,-35.4795728712503,33.730206235754565,48.2698531078427,16.768929259716145,64.96840909004626,977.0641977553855,1
2004,5,-42.318819497387985,-122.89530797050394,-5.438262949221169,87.09333793426735,7.085685870232908,90.89506936778955,1012.444017922818,1
1954,6,26.15217075462904,137.5171810997889,24.32290085066279,58.36766195716769,13.247097442320939,38.83365637183656,970.870095219838,0
2004,9,17.2351310740122,116.5601124364195,8.070158026685009,40.141000272557655,3.69977810683407,77.45264429472616,1022.7068953908706,0
2013,2,-17.786175472983118,79.81975897818455,23.007480213232995,13.842922680345954,10.370527683147808,70.0438247426967,1005.0595672266226,0
1968,5,-23.947905743135877,-82.24306293195275,27.382379406464317,27.756078059416676,7.976146470429485,63.60630995680325,1000.5203358552711,0
1994,12,-28.159114540373288,-35.11921052387919,6.23007405489448,171.70073873551934,14.532285674346925,64.39850844028679,1003.7850275686149,1
1984,3,21.08804101121642,-143.0106291171276,-3.523270990157606,53.612938164832336,10.149476976584717,80.53838732589716,1011.7922781540924,1
2012,4,-10.366211433479492,-111.94577109808858,23.35434088215865,41.55101413485872,8.752336463783674,95.64191584543755,1024.8573236548623,0
1964,10,59.73536038525597,101.88598943402383,16.354024824836113,135.1207744437805,2.933352306356946,36.387616138333364,1039.3419454719424,0
1998,6,30.528470904113135,77.41393878624615,-1.6843875390262824,44.15631279729546,18.83757174991469,31.365185332736417,1033.2781163042991,1
1965,12,-77.41231097230185,33.6548746713365,40.295645054628224,37.336103096529314,17.665768727160028,86.39933547368425,1057.6337664555324,1
2022,8,25.230280289069896,142.46162133342222,21.24419412256552,71.21245167330048,5.263636350665872,37.571857128553155,1026.505944187549,0
2012,1,-41.19346142996674,29.975946412696345,21.701000401251523,62.355432538733915,12.922308221259707,99.06877572562966,1015.8063020474787,0
1990,10,16.706158497616087,-11.891520013100148,28.658177525620484,10.731495298522137,10.229016976295643,73.3543774271186,1003.8593636133675,0
2003,8,32.42374759862125,-57.46653132992543,9.19176047153498,31.86748833279733,2.4787942555040656,75.56064766778985,1004.5240208611493,0
1974,11,-48.45074595227783,158.5614620650221,16.304541120886768,31.981784477390818,4.673714639156831,43.922419205661214,1023.7807605313184,0
1976,7,-7.765443921533645,-150.22243385123275,1.8067808622023698,23.758810419323968,1.839056358522152,46.82186172076721,993.011117164436,0
2010,1,-55.74152469256779,155.11945394189104,8.920515527148154,36.41732167555843,1.4667704873513059,76.1545212169475,1017.5795227838387,0
