time,latitude,longitude,temperature_celsius,pressure_hpa,humidity_percent,wind_speed_ms,precipitation_mm,cloud_cover_percent
2020-01-01,30.878084186230687,122.11507549217605,4.755962360965817,1024.3735258187494,53.17277498326949,9.802452197725554,2.4214930190306285,51.19939215717858
2020-01-02,31.179025506819524,121.99787711053419,2.8960016344174004,1012.3834029998396,55.20381359952298,8.331091615141704,0.06594732409373133,26.93356300569727
2020-01-03,31.677740142368872,122.09399935986175,5.302298552083992,1013.408895319675,51.52144763420915,8.147131332696938,0.5014661609096855,72.8841048012554
2020-01-04,30.69327036118268,121.467355785651,7.980210317365817,1019.0097275200641,30.47615396487591,1.5372271551429826,0.4641813743868819,29.372524378904117
2020-01-05,30.80576365378643,121.58345242773002,2.763982469362384,1015.2955530437953,52.84114184884389,10.980603457139269,0.22072508518805312,64.61910836735578
2020-01-06,31.86858390743565,121.85698314810247,2.82277121004959,1021.1406015585432,73.26094956107602,8.536665663983374,0.47264987761253846,78.19298419739147
2020-01-07,31.009276956094325,121.79587408016826,8.324960250980332,1015.8980335461114,47.43874834686048,9.7133682026429,0.5083500061067558,58.731738501527566
2020-01-08,31.850407264405984,122.05460253215529,5.955147538333015,1008.7868948634429,43.66600882701531,5.154151223665181,1.0020317165967079,58.882607518485926
2020-01-09,30.890863176720497,121.82272026625141,2.313304146892399,1016.6635723049702,54.59206844625767,6.462172484091633,1.465563503567356,77.48783050160328
2020-01-10,31.106924276038878,122.19718666194386,5.421633384882791,1004.7066560623421,53.89835840448314,6.355900253987308,0.639079474112512,45.06294802474699
2020-01-11,31.58097202784932,121.33351271377602,2.479246718612253,1014.8096111954285,62.62213670470746,12.086491936292155,1.6768365090161657,63.77860720300632
2020-01-12,31.465911872758195,121.97788699717843,2.5511552866896148,1013.7596825741874,38.04055118610167,6.484960653587627,0.535391643978357,45.643694522853295
2020-01-13,31.373158103914157,121.79785431436744,4.756350956474098,1012.4446727068405,57.861744297287686,16.33064128843919,0.4438423508873208,31.337396431312296
2020-01-14,31.31117800272406,121.78954397213597,-1.6240064876050244,1013.1650637385183,56.385153867153676,9.723449676060149,0.9990769726766133,62.48757688158197
2020-01-15,31.690562936834336,121.30336134114386,-0.9703239333660179,999.2219741115998,48.996761681158624,2.8972693600170736,0.030493312482599347,73.26713978844961
2020-01-16,30.954287761028407,121.91485038392263,2.6093612547625,1009.9699915257428,53.746714919731374,7.485814826992173,0.10467043826006782,77.5183698400236
2020-01-17,31.20538982166216,122.0675001097223,1.352696519676365,1015.1851713735321,60.60036944130122,5.393299511374337,0.6750972537781099,88.16234286008655
2020-01-18,30.858097273509316,121.16066945382235,5.432041536054907,1015.8034572592607,58.97925552058477,0.7775298792800971,3.539201741968312,32.883840891453744
2020-01-19,31.391089330834152,121.70191079336522,1.8664515166812046,1006.3849471810541,38.78058462980526,14.397883760455159,1.5661631486573537,73.81970778312125
2020-01-20,30.9731587533683,121.39153932270669,0.4579213966844913,1024.8132772248882,58.37141801406974,10.812570168880015,0.11202875649357846,61.95830547244057
2020-01-21,31.073948897855498,122.18609899866219,9.199141208434327,1007.8389818251659,49.48640298977299,10.13282927159725,2.254592794916363,78.75163910543588
2020-01-22,31.24021336711447,121.50684764505614,4.235250230926654,1022.6042803186672,50.829888241143934,8.661614641198817,1.5729295842244098,49.49320798264057
2020-01-23,30.702392408700785,121.17366583114993,5.228537097674077,1018.3458719261915,50.80539024350648,2.4719297252302495,1.1172336175730069,47.440687939829964
2020-01-24,30.781244902464216,121.37787064154504,0.8680368017306588,1009.8376214672794,48.547686585704845,6.065531441778253,2.0144777090331667,36.04475464944902
2020-01-25,31.499974357056946,121.73960505845612,3.628383118336118,1029.2884551539378,61.94831755808976,11.367123099136052,0.602640142123312,72.6138222751373
2020-01-26,31.189053676668184,120.97119886389494,5.716434711033479,1005.6147833087003,49.17962466773238,3.795119880869989,0.28913536049190375,62.30695339184243
2020-01-27,31.716396168619873,121.67279055389425,2.055671386651765,1022.5943800975821,38.811344505857946,2.127077265003255,0.8220098691189844,32.65052881947409
2020-01-28,31.51055312440948,122.10852892970794,6.76354384218771,1023.322409898858,46.06595156048164,7.091575968876296,0.9048673878456196,20.57092427504581
2020-01-29,30.679802139393264,122.00098250758495,3.9651060076363303,1010.0287075279658,51.7870860720619,7.432969783889845,0.8720548808921552,62.122221550881854
2020-01-30,31.41622192022823,120.96000580375512,5.02524904887742,1026.6086001513145,62.29562031327214,8.542253665658837,0.9324782048431669,69.08536566080706
2020-01-31,30.783407087932257,122.19120853872296,4.231215110953148,1013.5429826024689,56.042196680893085,10.914074574058144,3.3026481112990247,43.216825664560055
2020-02-01,31.614929147546498,121.79930680852617,11.731830277958988,1017.9266270710666,41.51811589519609,10.550423248924835,2.567501921110335,32.94163174703361
2020-02-02,31.869724302816987,121.08583349633766,6.27577986623525,1017.7726005678612,74.89202457016658,9.035079220975687,2.28671628480657,77.28403497227703
2020-02-03,31.31275054103223,120.88651339859534,3.2869877457510035,1014.6877066340737,52.70896816757211,12.782125552346837,1.7610590109763027,84.20038955865934
2020-02-04,31.496163195234896,121.09780590626856,9.074134811689802,1022.3199749667339,62.84063877658087,1.9241208767467413,3.1089628660279307,53.99546640466945
2020-02-05,30.95715013468265,121.98477397451204,3.0928358434029297,1022.2519111316867,48.59952252295872,10.018327257909561,0.11153953403020749,41.10517727063532
2020-02-06,31.199493269942092,120.89878030217707,7.533267359018921,1001.9853776488983,55.4846050207442,10.50615345334777,0.32939316247031303,62.22517946663079
2020-02-07,31.705875352006025,121.18008591381206,1.1813742094533337,1026.4771062936009,58.58444340927425,3.041750855679042,0.7264370975779533,68.8210176773582
2020-02-08,30.872581766772964,121.87721644179538,3.231887120884932,1002.8102978379189,62.414839866261175,1.9885175652704428,1.9815610606843506,55.74306849474442
2020-02-09,30.991298082792653,121.64952701274453,7.965396096925241,1024.437531139184,60.854085999708104,5.016231494097594,0.7398616418286201,90.80340925223335
2020-02-10,31.208974747096097,121.91103849477906,9.75083875869582,1025.2567888997955,59.05424487814492,5.353834229938832,1.4423131367353192,73.05239927119764
2020-02-11,31.53182115913126,121.86238017008964,8.2123824021884,1007.5804416494898,47.237625860472605,11.013677854009723,0.15579060909877163,47.8997523397613
